Pclass,Sex,Age,Fare,Embarked,AgeGroup,FareCategory
3,0,,-0.4727326858245261,C,,
1,1,18.0,0.9547699438496172,S,Adult,Low
2,0,47.0,-0.34620690208424515,S,Adult,
1,0,60.0,0.9457144205600544,C,Adult,Low
3,0,22.0,-0.48606442844527137,S,Adult,
3,0,,-0.48606442844527137,S,,
3,0,35.0,-0.504678559651595,S,Adult,
1,1,52.0,0.926933265257501,C,Adult,Low
3,0,47.0,-0.5021631365156053,S,Adult,
3,1,,-0.49210144397164657,Q,,
2,0,37.0,-0.12484966611715337,S,Adult,
3,0,36.0,-0.16207792852980066,S,Adult,
2,1,,0.016014029498268696,S,,Low
3,0,49.0,-0.6480576784030068,S,Adult,
3,0,,-0.5026662211428032,C,,
1,0,49.0,0.4975505359440627,C,Adult,Low
2,1,24.0,-0.10472628102923592,S,Adult,
3,0,,-0.4891674544258282,S,,
1,0,,0.20517384932469257,S,,Low
3,0,44.0,-0.48606442844527137,S,Adult,
1,0,35.0,-0.11378180431879875,C,Adult,
3,0,36.0,-0.3351390402858906,S,Adult,
3,0,30.0,-0.4891674544258282,S,Adult,
1,0,27.0,-0.034294433221524895,S,Adult,
2,1,22.0,0.18865657484452997,C,Adult,Low
1,1,40.0,2.440127305651523,S,Adult,Low
3,1,39.0,-0.01869880977838891,S,Adult,
3,0,,-0.5061878135331888,S,,
3,1,,-0.3361452095402864,Q,,
3,0,,-0.49210144397164657,Q,,
3,0,35.0,-0.48606442844527137,S,Adult,
2,1,24.0,0.6599623523116267,S,Adult,Low
3,0,34.0,-0.35828093313699566,S,Adult,
3,1,26.0,-0.32407117848753597,S,Adult,
2,1,4.0,0.13675434002577333,S,Child,Low
2,0,26.0,-0.43676213497987365,S,Adult,
3,0,27.0,-0.3571902456652305,C,Adult,
1,0,42.0,0.40951072618442386,S,Adult,Low
3,0,20.0,-0.3312813873645368,C,Adult,
3,0,21.0,-0.4900045872454856,S,Adult,
3,0,21.0,-0.32407117848753597,S,Adult,
1,0,61.0,0.002346226346555142,S,Adult,Low
2,0,57.0,-0.39953387256722633,Q,Adult,
1,1,21.0,0.9207272132963871,S,Adult,Low
3,0,26.0,-0.4891674544258282,S,Adult,
3,0,,-0.4924375045026148,Q,,
1,0,80.0,-0.04435612576548362,S,Elderly,
3,0,51.0,-0.5061032953158195,S,Adult,
1,0,32.0,-0.034294433221524895,C,Adult,
1,0,,-0.6480576784030068,S,,
3,1,9.0,-0.08661523445011025,S,Child,
2,1,28.0,-0.38645367226008004,S,Adult,
3,0,32.0,-0.48857985158126105,S,Adult,
2,0,31.0,-0.11981881984517401,S,Adult,
3,1,41.0,0.15058916727371655,S,Adult,Low
3,0,,-0.32407117848753597,S,,
3,0,20.0,-0.4900045872454856,S,Adult,
1,1,24.0,0.7464929081896716,C,Adult,Low
3,1,2.0,-0.08661523445011025,S,Child,
3,0,,0.48882906084695926,S,,Low
3,1,0.75,-0.26051549136436636,C,Child,
1,0,48.0,0.895993560684828,C,Adult,Low
3,0,19.0,-0.4891674544258282,S,Adult,
1,0,56.0,0.06632249221806229,C,Adult,Low
3,0,,-0.4961261209892301,S,,
3,1,23.0,-0.4961261209892301,S,Adult,
3,0,,-0.4891674544258282,S,,
2,1,18.0,-0.18521982138090567,S,Adult,
3,0,21.0,-0.4783511349410726,S,Adult,
3,1,,-0.4905076718726835,Q,,
3,1,18.0,-0.512224829059564,Q,Adult,
2,0,24.0,0.8310111255589249,S,Adult,Low
3,0,,-0.4891674544258282,S,,
3,1,32.0,-0.3361452095402864,Q,Adult,
2,0,23.0,-0.38645367226008004,S,Adult,
1,0,58.0,1.6314187674308411,C,Adult,Low
1,0,50.0,2.041432738597159,S,Adult,Low
3,0,40.0,-0.5026662211428032,C,Adult,
1,0,47.0,-0.13315056246591933,S,Adult,
3,0,36.0,-0.4972168084609952,S,Adult,
3,0,20.0,-0.48857985158126105,S,Adult,
2,0,32.0,0.8310111255589249,S,Adult,Low
2,0,25.0,-0.38645367226008004,S,Adult,
3,0,,-0.4915983593444487,S,,
3,0,43.0,-0.48606442844527137,S,Adult,
1,1,,0.39835834616870003,S,,Low
2,1,40.0,0.13675434002577333,S,Adult,Low
1,0,31.0,0.39835834616870003,S,Adult,Low
2,0,70.0,-0.43676213497987365,S,Elderly,
2,0,31.0,-0.38645367226008004,S,Adult,
2,0,,-0.6480576784030068,S,,
3,0,18.0,-0.4915983593444487,S,Adult,
3,0,24.5,-0.48606442844527137,S,Adult,
3,1,18.0,-0.4500093593832497,S,Adult,
3,1,43.0,0.29572908222032107,S,Adult,Low
1,0,36.0,9.661740104981664,C,Adult,Low
3,1,,-0.4843036322500786,Q,,
1,0,27.0,0.895993560684828,C,Adult,Low
3,0,20.0,-0.46241945096696835,S,Adult,
3,0,14.0,0.29572908222032107,S,Child,Low
2,0,60.0,0.13675434002577333,S,Adult,Low
2,0,25.0,0.18865657484452997,C,Adult,Low
3,0,14.0,0.15058916727371655,S,Child,Low
3,0,19.0,-0.44338675335081607,S,Adult,
3,0,18.0,-0.49117979293462,S,Adult,
1,1,15.0,3.6047682176147444,S,Child,Low
1,0,31.0,0.4989752716082872,S,Adult,Low
3,1,4.0,-0.37806825769394486,C,Child,
3,0,,0.48882906084695926,S,,Low
3,0,25.0,-0.5026662211428032,C,Adult,
1,0,60.0,-0.11378180431879875,S,Adult,
2,0,52.0,-0.3763919797161213,S,Adult,
3,0,44.0,-0.48606442844527137,S,Adult,
3,1,,-0.4924375045026148,Q,,
1,0,49.0,1.583289667316069,C,Adult,Low
3,0,42.0,-0.49411378248043836,S,Adult,
1,1,18.0,3.930515513725408,C,Adult,Low
1,0,35.0,-0.11906419290437707,S,Adult,
3,1,18.0,-0.3571902456652305,C,Adult,
3,0,25.0,-0.4922684680678763,Q,Adult,
3,0,26.0,-0.4900045872454856,S,Adult,
2,0,39.0,-0.12484966611715337,S,Adult,
2,1,45.0,-0.3763919797161213,S,Adult,
1,0,42.0,-0.11906419290437707,S,Adult,
1,1,22.0,2.401641331670881,S,Adult,Low
3,0,,-0.34126057402963506,C,,
1,1,24.0,0.34813440166627563,C,Adult,Low
1,0,,-0.11378180431879875,S,,
1,0,48.0,0.39835834616870003,S,Adult,Low
3,0,29.0,-0.4572215805987593,S,Adult,
2,0,52.0,-0.38645367226008004,S,Adult,
3,0,19.0,-0.49411378248043836,S,Adult,
1,1,38.0,3.930515513725408,C,Adult,Low
2,1,27.0,-0.43676213497987365,S,Adult,
3,0,,-0.3361452095402864,Q,,
3,0,33.0,-0.4915983593444487,S,Adult,
2,1,6.0,0.016014029498268696,S,Child,Low
3,0,17.0,-0.5061032953158195,S,Child,
2,0,34.0,-0.38645367226008004,S,Adult,
2,0,50.0,-0.38645367226008004,S,Adult,
1,0,27.0,0.4204940697654092,S,Adult,Low
3,0,20.0,-0.4737388550789219,S,Adult,
2,1,30.0,-0.22546659155674054,S,Adult,
3,1,,-0.49235298628524554,Q,,
2,0,25.0,-0.12484966611715337,S,Adult,
3,1,25.0,-0.48857985158126105,S,Adult,
1,1,29.0,3.6047682176147444,S,Adult,Low
3,0,11.0,-0.26998958106375787,C,Child,
2,0,,-0.6480576784030068,S,,
2,0,23.0,-0.38645367226008004,S,Adult,
2,0,23.0,-0.38645367226008004,S,Adult,
3,0,28.5,-0.32407117848753597,S,Adult,
3,1,48.0,0.043683683994155176,S,Adult,Low
1,0,35.0,9.661740104981664,C,Adult,Low
3,0,,-0.4891674544258282,S,,
3,0,,-0.4891674544258282,S,,
1,0,,-0.04435612576548362,S,,
1,0,36.0,0.938671235779283,S,Adult,Low
1,1,21.0,4.631815484039331,C,Adult,Low
3,0,24.0,-0.32407117848753597,S,Adult,
3,0,31.0,-0.48857985158126105,S,Adult,
1,0,70.0,0.7807026628391313,S,Elderly,Low
3,0,16.0,-0.24055913037267862,S,Child,
2,1,30.0,-0.38645367226008004,S,Adult,
1,0,19.0,0.4204940697654092,S,Adult,Low
3,0,31.0,-0.49210144397164657,Q,Adult,
2,1,4.0,-0.18521982138090567,S,Child,
3,0,6.0,-0.39701844943123665,S,Child,
3,0,33.0,-0.4568855200677911,S,Adult,
3,0,23.0,-0.4891674544258282,S,Adult,
2,1,48.0,0.6599623523116267,S,Adult,Low
2,0,0.67,-0.35626859462820387,S,Child,
3,0,28.0,-0.49117979293462,S,Adult,
2,0,18.0,-0.4166387498919562,S,Adult,
3,0,34.0,-0.48606442844527137,S,Adult,
1,1,33.0,1.0926151317018515,S,Adult,Low
3,0,,-0.35626859462820387,S,,
3,0,41.0,-0.504678559651595,S,Adult,
3,0,20.0,-0.502581702925434,C,Adult,
1,1,36.0,1.7667485321470857,S,Adult,Low
3,0,16.0,-0.4915983593444487,S,Child,
1,1,51.0,0.9207272132963871,S,Adult,Low
1,0,,0.1488283710785238,C,,Low
3,1,30.5,-0.49210144397164657,Q,Adult,
3,0,,-0.16207792852980066,Q,,
3,0,32.0,-0.47977587060529714,S,Adult,
3,0,24.0,-0.4568855200677911,S,Adult,
3,0,48.0,-0.4900045872454856,S,Adult,
2,1,57.0,-0.43676213497987365,S,Adult,
3,0,,-0.5026662211428032,C,,
2,1,54.0,-0.18521982138090567,S,Adult,
3,0,18.0,-0.49210144397164657,S,Adult,
3,0,,-0.49210144397164657,Q,,
3,1,5.0,-0.39701844943123665,S,Child,
3,0,,-0.49235298628524554,Q,,
1,1,43.0,3.6047682176147444,S,Adult,Low
3,1,13.0,-0.502581702925434,C,Child,
1,1,17.0,0.4989752716082872,S,Child,Low
1,0,29.0,-0.04435612576548362,S,Adult,
3,0,,-0.17616429809134285,S,,
3,0,25.0,-0.5061878135331888,S,Adult,
3,0,25.0,-0.5021631365156053,S,Adult,
3,1,18.0,-0.4972168084609952,S,Adult,
3,0,8.0,-0.061964087717411374,Q,Child,
3,0,1.0,-0.23401903021910547,S,Child,
1,0,46.0,0.9457144205600544,C,Adult,Low
3,0,,-0.49210144397164657,Q,,
2,0,16.0,-0.12484966611715337,S,Child,
3,1,,0.751523754461651,S,,Low
1,0,,-0.03035427442131069,C,,
3,0,25.0,-0.4891674544258282,S,Adult,
2,0,39.0,-0.38645367226008004,S,Adult,
1,1,49.0,-0.1262744017813779,S,Adult,
3,1,31.0,-0.47332028866909326,S,Adult,
3,0,30.0,-0.502581702925434,C,Adult,
3,1,30.0,-0.16207792852980066,S,Adult,
2,0,34.0,-0.38645367226008004,S,Adult,
2,1,31.0,-0.11981881984517401,S,Adult,
1,0,11.0,1.7667485321470857,S,Child,Low
3,0,0.42,-0.4766728446247403,C,Child,
3,0,27.0,-0.5076970674147826,S,Adult,
3,0,31.0,-0.4915983593444487,S,Adult,
1,0,39.0,-0.6480576784030068,S,Adult,
3,1,18.0,-0.4915983593444487,S,Adult,
2,0,39.0,-0.38645367226008004,S,Adult,
1,1,33.0,0.4204940697654092,S,Adult,Low
3,0,26.0,-0.48933447852205797,S,Adult,
3,0,39.0,-0.16207792852980066,S,Adult,
2,0,35.0,-0.43676213497987365,S,Adult,
3,1,6.0,-0.01869880977838891,S,Child,
3,0,30.5,-0.48606442844527137,S,Adult,
1,0,,-0.6480576784030068,S,,
3,1,23.0,-0.48857985158126105,S,Adult,
2,0,31.0,0.09659208806730764,C,Adult,Low
3,0,43.0,-0.5182618445859393,S,Adult,
3,0,10.0,-0.08661523445011025,S,Child,
1,1,52.0,1.2334788273172737,S,Adult,Low
3,0,27.0,-0.4737388550789219,S,Adult,
1,0,38.0,-0.6480576784030068,S,Adult,
3,1,27.0,-0.39701844943123665,S,Adult,
3,0,2.0,0.15058916727371655,S,Child,Low
3,0,,-0.5082001520419805,Q,,
3,0,,0.48882906084695926,S,,Low
2,0,1.0,0.09659208806730764,C,Child,Low
3,0,,-0.49210144397164657,Q,,
1,1,62.0,0.9618131286303883,,Adult,Low
3,1,15.0,-0.3571902456652305,C,Child,
2,0,0.83,-0.2707442080045548,S,Child,
3,0,,-0.502581702925434,C,,
3,0,23.0,-0.4900045872454856,S,Adult,
3,0,18.0,-0.481033582173292,S,Adult,
1,1,39.0,1.0253688157535579,C,Adult,Low
3,0,21.0,-0.4737388550789219,S,Adult,
3,0,,-0.48606442844527137,S,,
3,0,32.0,0.48882906084695926,S,Adult,Low
1,0,,-0.05039314129185886,C,,
3,0,20.0,-0.48857985158126105,S,Adult,
2,0,16.0,-0.43676213497987365,S,Child,
1,1,30.0,-0.024232740677566176,C,Adult,
3,0,34.5,-0.5185133868995382,C,Adult,
3,0,17.0,-0.4737388550789219,S,Child,
3,0,42.0,-0.4961261209892301,S,Adult,
3,0,,0.751523754461651,S,,Low
3,0,35.0,-0.4891674544258282,C,Adult,
2,0,28.0,0.016014029498268696,S,Adult,Low
1,1,,1.1450204511478064,C,,Low
3,0,4.0,-0.01869880977838891,S,Child,
3,0,74.0,-0.4915983593444487,S,Elderly,
3,1,9.0,-0.34126057402963506,C,Child,
1,1,16.0,0.14480369406094026,S,Child,Low
2,1,44.0,-0.12484966611715337,S,Adult,
3,1,18.0,-0.45990402783097867,S,Adult,
1,1,45.0,2.669618413871151,S,Adult,Low
1,0,51.0,-0.11378180431879875,S,Adult,
3,1,24.0,-0.26051549136436636,C,Adult,
3,0,,-0.502581702925434,C,,
3,0,41.0,-0.36415092456714115,S,Adult,
2,0,21.0,-0.4166387498919562,S,Adult,
1,1,48.0,-0.1262744017813779,S,Adult,
3,1,,0.751523754461651,S,,Low
2,0,24.0,-0.38645367226008004,S,Adult,
2,1,42.0,-0.38645367226008004,S,Adult,
2,1,27.0,-0.3691817708391205,C,Adult,
1,0,31.0,0.36808875031945465,S,Adult,Low
3,0,,-0.4568855200677911,S,,
3,0,4.0,-0.42401799520369554,S,Child,
3,0,26.0,-0.4891674544258282,S,Adult,
1,1,47.0,0.40951072618442386,S,Adult,Low
1,0,33.0,-0.5474407529634195,S,Adult,
3,0,47.0,-0.4669472126117498,S,Adult,
2,1,28.0,-0.16509643629298823,C,Adult,
3,1,15.0,-0.5026662211428032,C,Child,
3,0,20.0,-0.4499268535043892,S,Adult,
3,0,19.0,-0.4891674544258282,S,Adult,
3,0,,-0.4891674544258282,S,,
1,1,56.0,1.0253688157535579,C,Adult,Low
2,1,25.0,-0.12484966611715337,S,Adult,
3,0,33.0,-0.4891674544258282,S,Adult,
3,1,22.0,-0.4364260744489054,S,Adult,
2,0,28.0,-0.43676213497987365,S,Adult,
3,0,25.0,-0.5061878135331888,S,Adult,
3,1,39.0,-0.061964087717411374,Q,Adult,
2,0,27.0,-0.38645367226008004,S,Adult,
1,1,19.0,-0.04435612576548362,S,Adult,
3,1,,-0.17616429809134285,S,,
1,0,26.0,-0.04435612576548362,C,Adult,
3,0,32.0,-0.49210144397164657,Q,Adult,
